ID,Name,Last Name,Money Available,Concerts purchased,Ticket Miner,Usarname,Password
672,Ashley,Walker,2430128.720625003,82,false,ashleywalker,Fun!23
402,Ashley,Wilcox,2666602.1619250006,105,true,ashleywilcox,Fun!23
14,Aurora,Disney,2770307.5653500003,100,true,auroradisney,Fun!23
105,Austin,Griffin,1338846.549825,77,false,austingriffin,Fun!23
1013,Austin,Lewis,2114687.645700003,114,false,austinlewis,Fun!23
469,Barbara,Jones,2188079.907025004,83,false,barbarajones,Fun!23
566,Barbara,Lane,1196578.768375,99,true,barbaralane,Fun!23
896,Barbara,Love,1737194.112325001,97,false,barbaralove,Fun!23
252,Barbara,Robertson,1322756.9374500008,89,false,barbararobertson,Fun!23
20,Beast,Disney,2180099.941700001,95,true,beastdisney,Fun!23
431,Becky,Gray,1570821.95075,100,true,beckygray,Fun!23
957,Becky,Simpson,2795417.294724998,88,true,beckysimpson,Fun!23
21,Belle,Disney,2631969.094975,98,true,belledisney,Fun!23
346,Benjamin,Johnson,2686597.2299999995,97,true,benjaminjohnson,Fun!23
397,Benjamin,Ramirez,1636918.4390499997,89,true,benjaminramirez,Fun!23
1009,Beth,Moss,1729574.7478500013,109,false,bethmoss,Fun!23
634,Beth,Sharp,2581528.5670000007,102,false,bethsharp,Fun!23
120,Beverly,Johnson,2518946.0085999994,125,false,beverlyjohnson,Fun!23
515,Bobby,Bennett,2195280.7679249994,85,true,bobbybennett,Fun!23
558,Bobby,Gonzales,1904001.6866500005,90,true,bobbygonzales,Fun!23
91,Brad,Patel,2762683.6195250014,99,false,bradpatel,Fun!23
575,Bradley,Bell,2670871.6529250015,83,false,bradleybell,Fun!23
302,Bradley,Rodriguez,1124745.7525250015,93,true,bradleyrodriguez,Fun!23
813,Brandi,Daniel,1110610.5880500004,89,true,brandidaniel,Fun!23
482,Brandi,Gordon,2617700.259225,97,true,brandigordon,Fun!23
572,Brandon,Dillon,2593857.8220000034,100,false,brandondillon,Fun!23
658,Brandon,Flores,2605128.6721499995,96,true,brandonflores,Fun!23
861,Brandon,Miller,2778280.9493500018,94,false,brandonmiller,Fun!23
424,Brandon,Neal,1217813.975000001,95,false,brandonneal,Fun!23
444,Brandon,Smith,1032078.7342250008,103,true,brandonsmith,Fun!23
545,Brandy,Valenzuela,2242111.4184,83,false,brandyvalenzuela,Fun!23
768,Brandy,Wilkerson,1670471.0220999992,97,false,brandywilkerson,Fun!23
316,Brenda,Douglas,2014803.5708000013,109,false,brendadouglas,Fun!23
910,Brendan,Phillips,2687396.270500001,100,false,brendanphillips,Fun!23
879,Brett,Higgins,1597996.7976750021,106,true,bretthiggins,Fun!23
945,Brett,Mathis,1288149.2396750005,91,true,brettmathis,Fun!23
880,Brett,Wallace,2628142.5653999993,96,true,brettwallace,Fun!23
124,Brian,Andrews,2628134.621700002,98,true,brianandrews,Fun!23
262,Brian,Castillo,1246236.8562750008,99,true,briancastillo,Fun!23
602,Brian,Gates,1373646.7869250015,98,true,briangates,Fun!23
343,Brian,Hayes,2514858.209925,81,true,brianhayes,Fun!23
319,Brian,Jacobson,1323842.6837749998,103,true,brianjacobson,Fun!23
210,Brian,Jensen,1436344.712750001,96,false,brianjensen,Fun!23
472,Brian,Lopez,2490428.4893749994,89,true,brianlopez,Fun!23
757,Brian,Rojas,2043727.0991749999,94,true,brianrojas,Fun!23
214,Bridget,Wagner,2018656.0331499989,105,false,bridgetwagner,Fun!23
94,Brittany,Andrews,1762414.603925001,94,true,brittanyandrews,Fun!23
119,Brittany,Hawkins,2586565.7063000007,95,false,brittanyhawkins,Fun!23
497,Brittany,Nielsen,1649797.2999999998,82,false,brittanynielsen,Fun!23
228,Brittany,Ray,2862197.243325001,113,true,brittanyray,Fun!23
667,Brittany,Richard,1627067.2601750016,83,true,brittanyrichard,Fun!23
555,Brittany,Weaver,2760252.792300002,81,false,brittanyweaver,Fun!23
748,Brittney,Daniel,2397968.541025,89,true,brittneydaniel,Fun!23
1034,Brooke,Maxwell,2662300.3024749993,114,true,brookemaxwell,Fun!23
255,Brooke,Padilla,2795760.5454000006,95,false,brookepadilla,Fun!23
499,Bruce,Clark,2768266.6952749994,100,true,bruceclark,Fun!23
77,Bruno,Roque,2897257.6444249996,91,false,brunoroque,Fun!23
775,Bryan,Fields,2791508.9414500007,90,false,bryanfields,Fun!23
326,Bryan,Hardy,1769649.5705500003,91,false,bryanhardy,Fun!23
1021,Bryan,Massey,2349299.951425001,83,true,bryanmassey,Fun!23
870,Bryan,Wise,1765340.624,75,false,bryanwise,Fun!23
17,Buzz,Lightyear,1820940.5658750015,104,true,buzzlightyear,Fun!23
27,Captaiin,Hook,1908419.5831250004,102,true,captaiinhook,Fun!23
689,Carl,Foley,1224019.4167500008,93,false,carlfoley,Fun!23
907,Carlos,Irwin,2619423.68875,98,false,carlosirwin,Fun!23
1012,Carlos,Lynch,998133.940849999,108,false,carloslynch,Fun!23
68,Carlos,Ortega,1175769.1277000003,103,true,carlosortega,Fun!23
720,Carmen,Hays,2221394.574525002,101,false,carmenhays,Fun!23
987,Carmen,Petersen,1803655.9954750002,94,false,carmenpetersen,Fun!23
938,Carol,Elliott,2543541.3161000013,98,true,carolelliott,Fun!23
345,Caroline,Torres,2071722.3762500018,96,true,carolinetorres,Fun!23
875,Carolyn,Dunn,1714881.5037000012,95,false,carolyndunn,Fun!23
368,Carrie,Bennett,2715312.257150001,94,false,carriebennett,Fun!23
811,Casey,Navarro,1638281.1219500003,81,true,caseynavarro,Fun!23
580,Cassandra,Cook,1702154.9030750012,107,false,cassandracook,Fun!23
760,Catherine,Mann,1810207.8610750015,83,false,catherinemann,Fun!23
218,Cesar,Jones,2070257.4382000004,89,true,cesarjones,Fun!23
573,Chad,Clark,2165908.4981,105,true,chadclark,Fun!23
821,Chad,Green,2514494.339575,84,false,chadgreen,Fun!23
1010,Charles,Chambers,990079.2485249998,84,false,charleschambers,Fun!23
216,Chase,Miller,2325229.1096,96,true,chasemiller,Fun!23
108,Chelsea,Gallagher,1993548.01245,113,true,chelseagallagher,Fun!23
336,Chelsea,Porter,1821873.4626500001,97,true,chelseaporter,Fun!23
324,Cheryl,Wilson,2648410.552100001,99,false,cherylwilson,Fun!23
6,Chip,Disney,2149524.3006500024,106,false,chipdisney,Fun!23
259,Chris,Holden,2142057.956000001,101,false,chrisholden,Fun!23
570,Chris,Jones,1249715.466025001,114,false,chrisjones,Fun!23
285,Chris,King,1101836.815050001,87,true,chrisking,Fun!23
866,Christian,Ellis,1919790.6707000004,95,true,christianellis,Fun!23
56,Christian,Gomez,2275932.20875,111,true,christiangomez,Fun!23
223,Christian,Smith,2789522.6996750003,76,false,christiansmith,Fun!23
902,Christina,Carter,1144275.5337250014,91,true,christinacarter,Fun!23
694,Christina,Dodson,1198794.981825002,87,true,christinadodson,Fun!23
591,Christina,Jones,2266835.266950002,117,false,christinajones,Fun!23
882,Christina,Villanueva,1925124.845125002,88,false,christinavillanueva,Fun!23
169,Christina,Walker,1782531.6381000013,99,true,christinawalker,Fun!23
347,Christina,Wheeler,2927152.363925001,86,false,christinawheeler,Fun!23
690,Christine,Ellis,1159014.4738000017,104,true,christineellis,Fun!23
962,Christopher,Berry,2127070.4745500013,102,false,christopherberry,Fun!23
137,Christopher,Coleman,1285659.072175001,95,true,christophercoleman,Fun!23
98,Christopher,Contreras,2168801.4567250004,88,false,christophercontreras,Fun!23
576,Christopher,Craig,2399646.228900003,84,false,christophercraig,Fun!23
703,Christopher,Davis,1920023.5483250006,91,false,christopherdavis,Fun!23
363,Christopher,Dominguez,2626720.9354,89,true,christopherdominguez,Fun!23
639,Christopher,Fields,1113889.7623750009,99,true,christopherfields,Fun!23
367,Christopher,Foster,2811710.940325001,111,true,christopherfoster,Fun!23
563,Christopher,Johnson,2708180.5009999974,84,true,christopherjohnson,Fun!23
357,Christopher,Jones,2727746.190849998,101,false,christopherjones,Fun!23
863,Christopher,Lucero,1096482.4480249998,100,false,christopherlucero,Fun!23
526,Christopher,Melendez,2847759.8298499985,86,true,christophermelendez,Fun!23
116,Christopher,Norris,1949049.2217499998,86,true,christophernorris,Fun!23
912,Christopher,Ortega,2865637.65895,106,true,christopherortega,Fun!23
632,Christopher,Osborne,1140428.4288750007,118,true,christopherosborne,Fun!23
466,Christopher,Raymond,2069576.5663999992,111,true,christopherraymond,Fun!23
662,Christopher,Robinson,2014555.4041750005,93,false,christopherrobinson,Fun!23
518,Christopher,Sanford,1706164.5316500007,94,false,christophersanford,Fun!23
734,Christopher,Underwood,2455648.4380749995,111,true,christopherunderwood,Fun!23
247,Christopher,Wright,1744299.1746750006,93,false,christopherwright,Fun!23
8,Cinderella,Disney,2112635.7670750017,113,false,cinderelladisney,Fun!23
719,Cody,Robles,2792157.361899999,88,false,codyrobles,Fun!23
185,Cody,Scott,1208786.010050001,97,true,codyscott,Fun!23
792,Colleen,Hall,2502530.10355,103,false,colleenhall,Fun!23
629,Colleen,Sanchez,2739688.1967499987,97,true,colleensanchez,Fun!23
512,Colleen,Torres,1577898.84975,91,true,colleentorres,Fun!23
565,Corey,Wilson,2928143.3500500014,104,false,coreywilson,Fun!23
1036,Cory,Byrd,1297510.948575001,113,true,corybyrd,Fun!23
338,Courtney,Johnson,2959363.2534500007,98,false,courtneyjohnson,Fun!23
1008,Courtney,Olsen,1014164.2308000003,75,false,courtneyolsen,Fun!23
546,Courtney,Tran,2444592.1194000025,94,true,courtneytran,Fun!23
777,Craig,Brown,1590996.8694250004,87,true,craigbrown,Fun!23
165,Craig,Espinoza,1154156.470200002,100,true,craigespinoza,Fun!23
831,Craig,Fleming,2075522.4802500005,80,false,craigfleming,Fun!23
387,Craig,Oconnell,2225850.2367750024,115,true,craigoconnell,Fun!23
267,Craig,Schaefer,2191915.240149999,93,true,craigschaefer,Fun!23
22,Cruella,DeVil,2062141.0400000005,111,false,cruelladevil,Fun!23
826,Crystal,Hayes,1269846.416575001,98,false,crystalhayes,Fun!23
109,Crystal,Hudson,1943962.623775001,96,false,crystalhudson,Fun!23
329,Crystal,Johnson,1033147.7946250004,85,true,crystaljohnson,Fun!23
464,Crystal,Rice,1990121.915575001,102,false,crystalrice,Fun!23
117,Crystal,Walker,1056144.1725500005,93,false,crystalwalker,Fun!23
636,Crystal,Young,1967559.6795250012,102,true,crystalyoung,Fun!23
876,Curtis,Phillips,2360912.1787500028,96,false,curtisphillips,Fun!23
836,Cynthia,Ellis,2202999.213000001,103,false,cynthiaellis,Fun!23
685,Cynthia,Giles,1888632.6165250007,101,false,cynthiagiles,Fun!23
587,Cynthia,Powell,2734752.959275001,107,false,cynthiapowell,Fun!23
361,Dakota,Bender,2820131.842199997,98,true,dakotabender,Fun!23
553,Dakota,Harper,1811066.1238749996,87,false,dakotaharper,Fun!23
7,Dale,Disney,1014427.4733750001,108,false,daledisney,Fun!23
925,Dalton,Bryant,2450184.0458249985,92,true,daltonbryant,Fun!23
581,Dana,Jones,2485573.072325002,96,false,danajones,Fun!23
841,Dana,Miller,2095367.991625,84,true,danamiller,Fun!23
922,Dana,Park,1697643.2627750013,99,false,danapark,Fun!23
93,Dana,Williams,2589974.2776000015,103,false,danawilliams,Fun!23
371,Daniel,Foster,1737846.5990500008,83,true,danielfoster,Fun!23
133,Daniel,Hampton,2211514.490175002,90,false,danielhampton,Fun!23
59,Daniel,Holguin,1967300.4142250016,103,false,danielholguin,Fun!23
37,Daniel,Mejia,1224315.846250001,101,true,danielmejia,Fun!23
97,Daniel,Olson,2840538.7828000016,93,false,danielolson,Fun!23
283,Daniel,Romero,2653967.2297999985,105,true,danielromero,Fun!23
716,Daniel,Smith,2100263.99815,98,true,danielsmith,Fun!23
948,Daniel,Summers,2034276.4118750023,114,false,danielsummers,Fun!23
898,Danielle,Chavez,2738750.486925001,107,false,daniellechavez,Fun!23
992,Danielle,Conrad,2324764.5198749993,106,true,danielleconrad,Fun!23
505,Danielle,Dorsey,1533584.1229750006,92,false,danielledorsey,Fun!23
574,Danielle,Gardner,1375583.8316000008,119,true,daniellegardner,Fun!23
598,Darin,Baker,1828673.9642250012,111,false,darinbaker,Fun!23
250,Darin,Porter,2827784.884175002,94,true,darinporter,Fun!23
536,Darlene,Russell,2039796.5767500002,98,true,darlenerussell,Fun!23
495,Darlene,Shaw,1466979.0900250012,111,false,darleneshaw,Fun!23
952,Darrell,Jones,1305287.1827,85,true,darrelljones,Fun!23
611,Darren,Gibbs,1046614.9310749995,80,false,darrengibbs,Fun!23
99,David,Brown,1253601.969050001,90,true,davidbrown,Fun!23
897,David,Clark,2887619.70155,97,true,davidclark,Fun!23
578,David,Costa,2569594.3134,86,true,davidcosta,Fun!23
649,David,Cox,2604883.8524250034,118,false,davidcox,Fun!23
443,David,Davila,1897105.7212500006,110,false,daviddavila,Fun!23
145,David,Gardner,2029175.016500001,90,false,davidgardner,Fun!23
246,David,Gross,2885456.959275001,99,true,davidgross,Fun!23
600,David,Harvey,2250079.0295750005,110,false,davidharvey,Fun!23
931,David,Hayes,2527134.501175001,92,false,davidhayes,Fun!23
1002,David,Johnson,2080247.005175001,100,false,davidjohnson,Fun!23
305,David,Mills,1786741.981349999,94,false,davidmills,Fun!23
407,David,Soto,2296304.2669250015,91,false,davidsoto,Fun!23
756,David,Summers,2759550.3988749995,102,true,davidsummers,Fun!23
265,David,Thomas,2812901.9231000016,104,false,davidthomas,Fun!23
253,David,Wright,2834766.6971000005,108,true,davidwright,Fun!23
282,Dawn,King,1116047.554875,93,false,dawnking,Fun!23
375,Dean,Smith,1441144.3972250018,88,false,deansmith,Fun!23
911,Deanna,Cummings,1292379.1397000013,102,false,deannacummings,Fun!23
349,Deborah,Hunt,1201528.2271500009,105,false,deborahhunt,Fun!23
455,Deborah,Scott,2390541.3840749995,101,false,deborahscott,Fun!23
503,Debra,Blackwell,2187272.915474999,100,true,debrablackwell,Fun!23
795,Debra,Raymond,1081834.1177500004,90,false,debraraymond,Fun!23
936,Denise,Johnson,2494915.2020000005,96,false,denisejohnson,Fun!23
309,Denise,Morales,1157157.1259000008,99,false,denisemorales,Fun!23
341,Denise,Williams,1279648.7384500012,100,false,denisewilliams,Fun!23
933,Dennis,Cooper,1224574.5203250016,95,true,denniscooper,Fun!23
532,Dennis,Reynolds,1910444.529400001,96,false,dennisreynolds,Fun!23
744,Dennis,Smith,1656043.8693750012,110,false,dennissmith,Fun!23
481,Derek,Irwin,1432206.3996500012,118,false,derekirwin,Fun!23
630,Derek,Lopez,1308390.7445750015,96,false,dereklopez,Fun!23
661,Derek,Macias,1061599.2016750001,95,false,derekmacias,Fun!23
150,Derrick,Grant,1577717.8247999996,106,false,derrickgrant,Fun!23
66,Derrick,Mapula,2916513.7768499996,96,true,derrickmapula,Fun!23
233,Destiny,Ferguson,1706352.5024000013,103,false,destinyferguson,Fun!23
391,Devin,Diaz,1681800.509600001,91,true,devindiaz,Fun!23
53,Diana,Garcia,1955547.161225,93,true,dianagarcia,Fun!23
562,Diana,Matthews,1180464.5577500006,110,false,dianamatthews,Fun!23
994,Diana,Rivera,1019164.4248749997,107,true,dianarivera,Fun!23
86,Diana,VallesMartinez,2532272.490075,104,true,dianavallesmartinez,Fun!23
64,Dimitri,Lyon,1466651.5662749996,98,false,dimitrilyon,Fun!23
2,Donald,Duck,2069001.0747749999,111,true,donaldduck,Fun!23
351,Donald,Haynes,2230327.5570499995,92,true,donaldhaynes,Fun!23
975,Donald,Ramirez,2234033.797549998,97,true,donaldramirez,Fun!23
638,Donald,Tran,2333670.214150004,93,false,donaldtran,Fun!23
919,Donald,Villanueva,1051145.6310500018,89,true,donaldvillanueva,Fun!23
206,Donna,Allen,1554354.7944500009,95,true,donnaallen,Fun!23
392,Donna,Travis,1486928.0417000009,101,false,donnatravis,Fun!23
474,Doris,Mercado,2629124.458125,95,true,dorismercado,Fun!23
421,Doris,Moore,1171549.4670750017,115,true,dorismoore,Fun!23
244,Dorothy,Cox,1123548.252750001,96,true,dorothycox,Fun!23
733,Douglas,Bryant,2620271.01995,106,false,douglasbryant,Fun!23
709,Douglas,Hernandez,1815353.1143750013,101,false,douglashernandez,Fun!23
971,Douglas,Mckay,2416211.010150001,85,true,douglasmckay,Fun!23
115,Douglas,Rodriguez,2734560.783700001,77,false,douglasrodriguez,Fun!23
287,Dustin,Oliver,1856843.238125001,107,false,dustinoliver,Fun!23
155,Dylan,Harris,1272212.7106250005,88,true,dylanharris,Fun!23
567,Dylan,Lopez,2908668.523750002,100,true,dylanlopez,Fun!23
54,Edgar,Garnica,2791743.0102,75,true,edgargarnica,Fun!23
51,Eduardo,Figueroa,1464596.4408250002,104,true,eduardofigueroa,Fun!23
142,Edward,Hernandez,2374607.3702500015,99,true,edwardhernandez,Fun!23
509,Edward,Jackson,2293570.149,91,true,edwardjackson,Fun!23
365,Edward,Johnson,2362930.0970750004,100,true,edwardjohnson,Fun!23
610,Edward,Molina,1880867.2067250002,108,true,edwardmolina,Fun!23
83,Edwin,TomyGeorge,2562370.5563750006,84,true,edwintomygeorge,Fun!23
72,Efren,Quijas,1267736.146800001,76,false,efrenquijas,Fun!23
383,Elizabeth,Alvarez,1808163.8416000002,96,false,elizabethalvarez,Fun!23
805,Elizabeth,Castillo,2459870.4454999994,88,false,elizabethcastillo,Fun!23
356,Elizabeth,Cordova,2586386.0469750003,88,true,elizabethcordova,Fun!23
422,Elizabeth,Cruz,2003498.5352000005,105,true,elizabethcruz,Fun!23
773,Elizabeth,Dominguez,1088982.4138000007,86,false,elizabethdominguez,Fun!23
1005,Elizabeth,Jackson,1977981.1791750006,96,false,elizabethjackson,Fun!23
306,Elizabeth,Kim,2958105.060075001,100,true,elizabethkim,Fun!23
997,Elizabeth,Medina,1976924.0179000013,120,false,elizabethmedina,Fun!23
650,Elizabeth,Reyes,2124879.5592,85,true,elizabethreyes,Fun!23
939,Elizabeth,Rodriguez,1457833.941925001,89,true,elizabethrodriguez,Fun!23
753,Elizabeth,Torres,1799435.2628750019,103,false,elizabethtorres,Fun!23
438,Emily,Brady,2466694.818775,103,true,emilybrady,Fun!23
900,Emily,Chang,2410189.1324000005,101,false,emilychang,Fun!23
884,Emily,Cole,979794.5405249997,94,false,emilycole,Fun!23
809,Emily,Estes,2212369.202724999,83,true,emilyestes,Fun!23
990,Emily,Jackson,2845360.0050000013,91,false,emilyjackson,Fun!23
183,Emily,Richardson,2613826.177625003,107,false,emilyrichardson,Fun!23
337,Emma,Armstrong,1630168.281825001,89,false,emmaarmstrong,Fun!23
430,Emma,Padilla,2039487.9253000002,98,false,emmapadilla,Fun!23
471,Eric,Ramos,1885332.823775002,107,false,ericramos,Fun!23
82,Eric,Smith,1840871.3464250027,84,false,ericsmith,Fun!23
189,Eric,Vazquez,2721189.014099999,103,false,ericvazquez,Fun!23
924,Erica,Burch,1410210.0322250011,92,true,ericaburch,Fun!23
101,Erica,Harrison,1446232.4244749998,91,false,ericaharrison,Fun!23
243,Erik,Case,2430927.999150001,97,false,erikcase,Fun!23
622,Erika,Lopez,1798430.388100001,112,false,erikalopez,Fun!23
1026,Erin,Barton,2843792.3488500016,103,false,erinbarton,Fun!23
793,Erin,Jones,2143462.1882499964,97,true,erinjones,Fun!23
796,Erin,Mejia,2655589.600325003,94,false,erinmejia,Fun!23
825,Ernest,Bentley,2294258.3012500023,95,false,ernestbentley,Fun!23
202,Ethan,Holmes,2009197.1810500014,103,true,ethanholmes,Fun!23
29,Evil,Queen,1226340.4013250011,97,false,evilqueen,Fun!23
820,Felicia,Carlson,2671847.691299999,103,true,feliciacarlson,Fun!23
49,Fernando,DeSantiago,2974898.220400001,80,false,fernandodesantiago,Fun!23
320,Francisco,Moore,1225800.1076250009,83,true,franciscomoore,Fun!23
496,Gabriel,Hansen,1008640.4460750005,111,true,gabrielhansen,Fun!23
665,Gabriel,Sanders,2722598.1692749998,100,true,gabrielsanders,Fun!23
140,Gail,Parker,1397496.1997250014,100,true,gailparker,Fun!23
61,Garrett,Jones,1179414.7964500014,96,false,garrettjones,Fun!23
920,Gary,Mckenzie,2935171.3247250007,91,true,garymckenzie,Fun!23
463,Gary,Miller,1828447.1830000011,83,false,garymiller,Fun!23
835,Gary,Park,2352016.404200002,96,true,garypark,Fun!23
705,Gary,Smith,2918652.6547250007,105,true,garysmith,Fun!23
25,Gaston,Disney,2780170.771300002,100,false,gastondisney,Fun!23
800,George,Ayala,2382401.091725,80,true,georgeayala,Fun!23
855,George,Gilbert,1060773.6310500004,99,true,georgegilbert,Fun!23
